"","uni","gender","mean_perc_pay_job1","sd_perc_pay_job1","mean_perc_hrs_job1","sd_perc_hrs_job1","n_obs","n_individual"
"1",0,"1",0.747561712009665,0.150499983983126,0.706421357374227,0.161208965109774,500,198
"2",0,"2",0.726916335887201,0.139855229227235,0.699066930284146,0.145003922809905,531,234
"3",1,"1",0.734132672981951,0.143896963064415,0.71560832227808,0.155052947659826,943,354
"4",1,"2",0.697069853635782,0.141262024384532,0.679262477028525,0.147907278200304,982,393
"5",0,"all",0.736928642445137,0.145411239165438,0.702633577757512,0.153046595810953,1031,432
"6",1,"all",0.715225821762243,0.143721662228242,0.697067220961164,0.152497235618612,1925,747
